Step,Acc,Loss
4695,0.922,0.26
4696,0.875,0.42
4697,0.875,0.42
4698,0.891,0.28
4699,0.891,0.28
4700,0.938,0.26
4701,0.938,0.26
4702,0.922,0.26
4703,0.922,0.26
4704,0.891,0.33
4705,0.891,0.33
4706,0.859,0.43
4707,0.859,0.43
4708,0.906,0.38
4709,0.906,0.38
4710,0.844,0.41
4711,0.844,0.41
4712,0.969,0.17
4713,0.969,0.17
4714,0.891,0.35
4715,0.891,0.35
4716,0.859,0.32
4717,0.859,0.32
4718,0.875,0.31
4719,0.875,0.31
4720,0.906,0.25
4721,0.906,0.25
4722,0.938,0.22
4723,0.938,0.22
4724,0.891,0.31
4725,0.891,0.31
4726,0.922,0.35
4727,0.922,0.35
4728,0.891,0.32
4729,0.891,0.32
4730,0.906,0.34
4731,0.906,0.34
4732,0.891,0.22
4733,0.891,0.22
4734,0.953,0.17
4735,0.953,0.17
4736,0.922,0.26
4737,0.922,0.26
4738,0.938,0.28
4739,0.938,0.28
4740,0.922,0.26
4741,0.922,0.26
4742,0.922,0.22
4743,0.922,0.22
4744,0.891,0.2
4745,0.891,0.2
4746,0.812,0.39
4747,0.812,0.39
4748,0.844,0.44
4749,0.844,0.44
4750,0.953,0.17
4751,0.953,0.17
4752,0.891,0.28
4753,0.891,0.28
4754,0.953,0.14
4755,0.953,0.14
4756,0.797,0.43
4757,0.797,0.43
4758,0.906,0.36
4759,0.906,0.36
4760,0.906,0.29
4761,0.906,0.29
4762,0.891,0.34
4763,0.891,0.34
4764,0.875,0.24
4765,0.875,0.24
4766,0.953,0.19
4767,0.953,0.19
4768,0.875,0.37
4769,0.875,0.37
4770,0.906,0.3
4771,0.906,0.3
4772,0.859,0.37
4773,0.859,0.37
4774,0.859,0.4
4775,0.859,0.4
4776,0.875,0.3
4777,0.875,0.3
4778,0.938,0.19
4779,0.938,0.19
4780,0.953,0.14
4781,0.953,0.14
4782,0.922,0.3
4783,0.922,0.3
4784,0.953,0.18
4785,0.953,0.18
4786,0.938,0.32
4787,0.938,0.32
4788,0.906,0.24
4789,0.906,0.24
4790,0.891,0.23
4791,0.891,0.23
4792,0.906,0.36
4793,0.906,0.36
4794,0.844,0.45
4795,0.844,0.45
4796,0.859,0.4
4797,0.859,0.4
4798,0.859,0.48
4799,0.859,0.48
4800,0.906,0.3
4801,0.906,0.3
4802,0.875,0.25
4803,0.875,0.25
4804,0.891,0.26
4805,0.891,0.26
4806,0.906,0.19
4807,0.906,0.19
4808,0.875,0.43
4809,0.875,0.43
4810,0.859,0.39
4811,0.859,0.39
4812,0.875,0.4
4813,0.875,0.4
4814,0.859,0.36
4815,0.859,0.36
4816,0.969,0.19
4817,0.969,0.19
4818,0.922,0.27
4819,0.922,0.27
4820,0.906,0.35
4821,0.906,0.35
4822,0.891,0.28
4823,0.891,0.28
4824,0.953,0.12
4825,0.953,0.12
4826,0.922,0.25
4827,0.922,0.25
4828,0.922,0.3
4829,0.922,0.3
4830,0.906,0.23
4831,0.906,0.23
4832,0.953,0.12
4833,0.953,0.12
4834,0.891,0.24
4835,0.891,0.24
4836,0.828,0.38
4837,0.828,0.38
4838,0.891,0.45
4839,0.891,0.45
4840,0.922,0.29
4841,0.922,0.29
4842,0.922,0.26
4843,0.922,0.26
4844,0.859,0.35
4845,0.859,0.35
4846,0.875,0.32
4847,0.875,0.32
4848,0.891,0.43
4849,0.891,0.43
4850,0.891,0.43
4851,0.891,0.43
4852,0.906,0.23
4853,0.906,0.23
4854,0.859,0.39
4855,0.859,0.39
4856,0.844,0.48
4857,0.844,0.48
4858,0.891,0.35
4859,0.891,0.35
4860,0.891,0.35
4861,0.891,0.35
4862,0.891,0.29
4863,0.891,0.29
4864,0.875,0.34
4865,0.875,0.34
4866,0.906,0.37
4867,0.906,0.37
4868,0.875,0.33
4869,0.875,0.33
4870,0.891,0.25
4871,0.891,0.25
4872,0.906,0.22
4873,0.906,0.22
4874,1.0,0.13
4875,1.0,0.13
4876,0.906,0.25
4877,0.906,0.25
4878,0.844,0.45
4879,0.844,0.45
4880,0.844,0.42
4881,0.844,0.42
4882,0.859,0.36
4883,0.859,0.36
4884,0.922,0.26
4885,0.922,0.26
4886,0.875,0.38
4887,0.875,0.38
4888,0.906,0.33
4889,0.906,0.33
4890,0.906,0.33
4891,0.906,0.33
4892,0.891,0.27
4893,0.891,0.27
4894,0.875,0.32
4895,0.875,0.32
4896,0.953,0.17
4897,0.953,0.17
4898,0.891,0.32
4899,0.891,0.32
4900,0.938,0.26
4901,0.938,0.26
4902,0.875,0.34
4903,0.875,0.34
4904,0.938,0.3
4905,0.938,0.3
4906,0.844,0.36
4907,0.844,0.36
4908,0.922,0.26
4909,0.922,0.26
4910,0.906,0.27
4911,0.906,0.27
4912,0.953,0.26
4913,0.953,0.26
4914,0.922,0.24
4915,0.922,0.24
4916,0.906,0.3
4917,0.906,0.3
4918,0.906,0.24
4919,0.906,0.24
4920,0.953,0.21
4921,0.953,0.21
4922,0.844,0.47
4923,0.844,0.47
4924,0.953,0.24
4925,0.953,0.24
4926,0.906,0.38
4927,0.906,0.38
4928,0.906,0.29
4929,0.906,0.29
4930,0.844,0.6
4931,0.844,0.6
4932,0.906,0.35
4933,0.906,0.35
4934,0.922,0.18
4935,0.922,0.18
4936,0.906,0.29
4937,0.906,0.29
4938,0.891,0.34
4939,0.891,0.34
4940,0.922,0.26
4941,0.922,0.26
4942,0.953,0.22
4943,0.953,0.22
4944,0.922,0.28
4945,0.922,0.28
4946,0.938,0.26
4947,0.938,0.26
4948,0.891,0.3
4949,0.891,0.3
4950,0.859,0.32
4951,0.859,0.32
4952,0.906,0.3
4953,0.906,0.3
4954,0.922,0.38
4955,0.922,0.38
4956,0.891,0.25
4957,0.891,0.25
4958,0.953,0.22
4959,0.953,0.22
4960,0.891,0.26
4961,0.891,0.26
4962,0.875,0.48
4963,0.875,0.48
4964,0.938,0.23
4965,0.938,0.23
4966,0.938,0.25
4967,0.938,0.25
4968,0.875,0.44
4969,0.875,0.44
4970,0.938,0.17
4971,0.938,0.17
4972,0.953,0.16
4973,0.953,0.16
4974,0.906,0.28
4975,0.906,0.28
4976,0.859,0.31
4977,0.859,0.31
4978,0.906,0.27
4979,0.906,0.27
4980,0.953,0.13
4981,0.953,0.13
4982,0.922,0.19
4983,0.922,0.19
4984,0.891,0.39
4985,0.891,0.39
4986,0.922,0.2
4987,0.922,0.2
4988,0.906,0.23
4989,0.906,0.23
4990,0.953,0.18
4991,0.953,0.18
4992,0.922,0.24
4993,0.922,0.24
4994,0.891,0.26
4995,0.891,0.26
4996,0.859,0.48
4997,0.859,0.48
4998,0.859,0.27
4999,0.859,0.27
5000,0.891,0.37
5001,0.891,0.37
5002,0.906,0.23
5003,0.906,0.23
5004,0.922,0.23
5005,0.922,0.23
5006,0.953,0.24
5007,0.953,0.24
5008,0.922,0.3
5009,0.922,0.3
5010,0.922,0.3
5011,0.922,0.3
5012,0.906,0.36
5013,0.906,0.36
5014,0.859,0.45
5015,0.859,0.45
5016,0.953,0.18
5017,0.953,0.18
5018,0.891,0.35
5019,0.891,0.35
5020,0.938,0.33
5021,0.938,0.33
5022,0.906,0.36
5023,0.906,0.36
5024,0.938,0.19
5025,0.938,0.19
5026,0.875,0.37
5027,0.875,0.37
5028,0.875,0.39
5029,0.875,0.39
5030,0.906,0.34
5031,0.906,0.34
5032,0.891,0.26
5033,0.891,0.26
5034,0.891,0.41
5035,0.891,0.41
5036,0.906,0.22
5037,0.906,0.22
5038,0.922,0.27
5039,0.922,0.27
5040,0.922,0.23
5041,0.922,0.23
5042,0.859,0.47
5043,0.859,0.47
5044,0.953,0.13
5045,0.953,0.13
5046,0.875,0.3
5047,0.875,0.3
5048,0.922,0.2
5049,0.922,0.2
5050,0.953,0.16
5051,0.953,0.16
5052,0.875,0.43
5053,0.875,0.43
5054,0.953,0.18
5055,0.953,0.18
5056,0.875,0.32
5057,0.875,0.32
5058,0.953,0.18
5059,0.953,0.18
5060,0.812,0.37
5061,0.812,0.37
5062,0.938,0.26
5063,0.938,0.26
5064,0.875,0.42
5065,0.875,0.42
5066,0.891,0.28
5067,0.891,0.28
5068,0.891,0.24
5069,0.891,0.24
5070,0.906,0.34
5071,0.906,0.34
5072,0.891,0.19
5073,0.891,0.19
5074,0.859,0.33
5075,0.859,0.33
5076,0.828,0.52
5077,0.828,0.52
5078,0.906,0.21
5079,0.906,0.21
5080,0.875,0.29
5081,0.875,0.29
5082,0.875,0.32
5083,0.875,0.32
5084,0.875,0.24
5085,0.875,0.24
5086,0.953,0.12
5087,0.953,0.12
5088,0.844,0.37
5089,0.844,0.37
5090,0.875,0.35
5091,0.875,0.35
5092,0.859,0.39
5093,0.859,0.39
5094,0.906,0.32
5095,0.906,0.32
5096,0.859,0.38
5097,0.859,0.38
5098,0.891,0.28
5099,0.891,0.28
5100,0.891,0.32
5101,0.891,0.32
5102,0.859,0.37
5103,0.859,0.37
5104,0.875,0.26
5105,0.875,0.26
5106,0.906,0.24
5107,0.906,0.24
5108,0.922,0.22
5109,0.922,0.22
5110,0.922,0.26
5111,0.922,0.26
5112,0.891,0.3
5113,0.891,0.3
5114,0.891,0.25
5115,0.891,0.25
5116,0.953,0.17
5117,0.953,0.17
5118,0.875,0.26
5119,0.875,0.26
5120,0.906,0.3
5121,0.906,0.3
5122,0.953,0.27
5123,0.953,0.27
5124,0.938,0.25
5125,0.938,0.25
5126,0.891,0.3
5127,0.891,0.3
5128,0.953,0.16
5129,0.953,0.16
5130,0.906,0.31
5131,0.906,0.31
5132,0.922,0.21
5133,0.922,0.21
5134,0.906,0.39
5135,0.906,0.39
5136,0.922,0.2
5137,0.922,0.2
5138,0.828,0.42
5139,0.828,0.42
5140,0.969,0.15
5141,0.969,0.15
5142,0.922,0.28
5143,0.922,0.28
5144,0.875,0.33
5145,0.875,0.33
5146,0.922,0.34
5147,0.922,0.34
5148,0.891,0.36
5149,0.891,0.36
5150,0.859,0.41
5151,0.859,0.41
5152,0.891,0.38
5153,0.891,0.38
5154,0.969,0.21
5155,0.969,0.21
5156,0.906,0.23
5157,0.906,0.23
5158,0.938,0.23
5159,0.938,0.23
5160,0.953,0.27
5161,0.953,0.27
5162,0.953,0.19
5163,0.953,0.19
5164,0.906,0.2
5165,0.906,0.2
5166,0.938,0.22
5167,0.938,0.22
5168,0.906,0.25
5169,0.906,0.25
5170,0.953,0.11
5171,0.953,0.11
5172,0.891,0.34
5173,0.891,0.34
5174,0.938,0.15
5175,0.938,0.15
5176,0.891,0.33
5177,0.891,0.33
5178,0.859,0.29
5179,0.859,0.29
5180,0.906,0.2
5181,0.906,0.2
5182,0.891,0.4
5183,0.891,0.4
5184,0.922,0.28
5185,0.922,0.28
5186,0.922,0.41
5187,0.922,0.41
5188,0.938,0.19
5189,0.938,0.19
5190,0.938,0.32
5191,0.938,0.32
5192,0.906,0.3
5193,0.906,0.3
5194,0.875,0.29
5195,0.875,0.29
5196,0.953,0.13
5197,0.953,0.13
5198,0.938,0.26
5199,0.938,0.26
5200,0.891,0.28
5201,0.891,0.28
5202,0.938,0.14
5203,0.938,0.14
5204,0.891,0.42
5205,0.891,0.42
5206,0.922,0.21
5207,0.922,0.21
5208,0.891,0.3
5209,0.891,0.3
5210,0.906,0.23
5211,0.906,0.23
5212,0.969,0.14
5213,0.969,0.14
5214,0.891,0.25
5215,0.891,0.25
5216,0.906,0.31
5217,0.906,0.31
5218,0.922,0.23
5219,0.922,0.23
5220,0.922,0.37
5221,0.922,0.37
5222,0.938,0.17
5223,0.938,0.17
5224,0.891,0.22
5225,0.891,0.22
5226,0.938,0.19
5227,0.938,0.19
5228,0.938,0.25
5229,0.938,0.25
5230,0.906,0.23
5231,0.906,0.23
5232,0.922,0.36
5233,0.922,0.36
5234,0.953,0.23
5235,0.953,0.23
5236,0.938,0.27
5237,0.938,0.27
5238,0.953,0.17
5239,0.953,0.17
5240,0.844,0.43
5241,0.844,0.43
5242,0.906,0.22
5243,0.906,0.22
5244,0.875,0.28
5245,0.875,0.28
5246,0.938,0.26
5247,0.938,0.26
5248,0.906,0.2
5249,0.906,0.2
5250,0.844,0.47
5251,0.844,0.47
5252,0.922,0.19
5253,0.922,0.19
5254,0.875,0.49
5255,0.875,0.49
5256,0.891,0.34
5257,0.891,0.34
5258,0.859,0.37
5259,0.859,0.37
5260,0.875,0.41
5261,0.875,0.41
5262,0.938,0.21
5263,0.938,0.21
5264,0.969,0.14
5265,0.969,0.14
5266,0.844,0.48
5267,0.844,0.48
5268,0.922,0.27
5269,0.922,0.27
5270,0.828,0.56
5271,0.828,0.56
5272,0.875,0.4
5273,0.875,0.4
5274,0.922,0.25
5275,0.922,0.25
5276,0.953,0.2
5277,0.953,0.2
5278,0.953,0.32
5279,0.953,0.32
5280,0.969,0.2
5281,0.969,0.2
5282,0.969,0.15
5283,0.969,0.15
5284,0.938,0.15
5285,0.938,0.15
5286,0.938,0.24
5287,0.938,0.24
5288,0.859,0.44
5289,0.859,0.44
5290,0.953,0.18
5291,0.953,0.18
5292,0.906,0.27
5293,0.906,0.27
5294,0.875,0.29
5295,0.875,0.29
5296,0.812,0.48
5297,0.812,0.48
5298,0.875,0.36
5299,0.875,0.36
5300,0.922,0.22
5301,0.922,0.22
5302,0.875,0.31
5303,0.875,0.31
5304,0.906,0.34
5305,0.906,0.34
5306,0.875,0.38
5307,0.875,0.38
5308,0.891,0.3
5309,0.891,0.3
5310,0.844,0.46
5311,0.844,0.46
5312,0.906,0.22
5313,0.906,0.22
5314,0.922,0.2
5315,0.922,0.2
5316,0.922,0.25
5317,0.922,0.25
5318,0.938,0.28
5319,0.938,0.28
5320,0.938,0.26
5321,0.938,0.26
5322,0.859,0.33
5323,0.859,0.33
5324,0.906,0.29
5325,0.906,0.29
5326,0.953,0.22
5327,0.953,0.22
5328,0.922,0.16
5329,0.922,0.16
5330,0.922,0.25
5331,0.922,0.25
5332,0.922,0.3
5333,0.922,0.3
5334,0.953,0.16
5335,0.953,0.16
5336,0.906,0.33
5337,0.906,0.33
5338,0.844,0.47
5339,0.844,0.47
5340,0.938,0.21
5341,0.938,0.21
5342,0.922,0.22
5343,0.922,0.22
5344,0.953,0.18
5345,0.953,0.18
5346,0.859,0.31
5347,0.859,0.31
5348,0.906,0.27
5349,0.906,0.27
5350,0.953,0.17
5351,0.953,0.17
5352,0.891,0.23
5353,0.891,0.23
5354,0.891,0.27
5355,0.891,0.27
5356,0.969,0.12
5357,0.969,0.12
5358,0.859,0.45
5359,0.859,0.45
5360,0.938,0.23
5361,0.938,0.23
5362,0.922,0.32
5363,0.922,0.32
5364,0.922,0.29
5365,0.922,0.29
5366,0.859,0.43
5367,0.859,0.43
5368,0.906,0.32
5369,0.906,0.32
5370,0.828,0.43
5371,0.828,0.43
5372,0.922,0.27
5373,0.922,0.27
5374,0.922,0.2
5375,0.922,0.2
5376,0.938,0.16
5377,0.938,0.16
5378,0.891,0.22
5379,0.891,0.22
5380,0.922,0.22
5381,0.922,0.22
5382,0.938,0.23
5383,0.938,0.23
5384,0.938,0.18
5385,0.938,0.18
5386,0.875,0.31
5387,0.875,0.31
5388,0.938,0.18
5389,0.938,0.18
5390,0.875,0.28
5391,0.875,0.28
5392,0.922,0.23
5393,0.922,0.23
5394,0.938,0.22
5395,0.938,0.22
5396,0.859,0.48
5397,0.859,0.48
5398,0.969,0.15
5399,0.969,0.15
5400,0.984,0.1
5401,0.984,0.1
5402,0.922,0.26
5403,0.922,0.26
5404,0.984,0.09
5405,0.984,0.09
5406,0.875,0.29
5407,0.875,0.29
5408,0.953,0.18
5409,0.953,0.18
5410,0.906,0.32
5411,0.906,0.32
5412,0.938,0.22
5413,0.938,0.22
5414,0.844,0.46
5415,0.844,0.46
5416,0.938,0.25
5417,0.938,0.25
5418,0.875,0.34
5419,0.875,0.34
5420,0.875,0.26
5421,0.875,0.26
5422,0.969,0.12
5423,0.969,0.12
5424,0.875,0.28
5425,0.875,0.28
5426,0.875,0.4
5427,0.875,0.4
5428,0.922,0.26
5429,0.922,0.26
5430,0.938,0.21
5431,0.938,0.21
5432,0.875,0.32
5433,0.875,0.32
5434,0.844,0.43
5435,0.844,0.43
5436,0.875,0.36
5437,0.875,0.36
5438,0.906,0.29
5439,0.906,0.29
5440,0.906,0.3
5441,0.906,0.3
5442,0.891,0.32
5443,0.891,0.32
5444,0.891,0.37
5445,0.891,0.37
5446,0.891,0.28
5447,0.891,0.28
5448,0.938,0.18
5449,0.938,0.18
5450,0.906,0.29
5451,0.906,0.29
5452,0.938,0.23
5453,0.938,0.23
5454,0.953,0.17
5455,0.953,0.17
5456,0.844,0.41
5457,0.844,0.41
5458,0.922,0.18
5459,0.922,0.18
5460,0.844,0.37
5461,0.844,0.37
5462,0.859,0.33
5463,0.859,0.33
5464,0.859,0.33
5465,0.859,0.33
5466,0.875,0.31
5467,0.875,0.31
5468,0.938,0.33
5469,0.938,0.33
5470,0.938,0.16
5471,0.938,0.16
5472,0.922,0.33
5473,0.922,0.33
5474,0.938,0.2
5475,0.938,0.2
5476,0.938,0.18
5477,0.938,0.18
5478,0.891,0.36
5479,0.891,0.36
5480,0.969,0.15
5481,0.969,0.15
5482,0.938,0.3
5483,0.938,0.3
5484,0.922,0.15
5485,0.922,0.15
5486,0.875,0.41
5487,0.875,0.41
5488,0.891,0.23
5489,0.891,0.23
5490,0.922,0.25
5491,0.922,0.25
5492,0.953,0.18
5493,0.953,0.18
5494,0.922,0.21
5495,0.922,0.21
5496,0.922,0.23
5497,0.922,0.23
5498,0.891,0.29
5499,0.891,0.29
5500,0.922,0.29
5501,0.922,0.29
5502,0.844,0.5
5503,0.844,0.5
5504,0.938,0.26
5505,0.938,0.26
5506,0.844,0.43
5507,0.844,0.43
5508,0.859,0.4
5509,0.859,0.4
5510,0.938,0.25
5511,0.938,0.25
5512,0.969,0.08
5513,0.969,0.08
5514,0.875,0.36
5515,0.875,0.36
5516,0.938,0.19
5517,0.938,0.19
5518,0.938,0.17
5519,0.938,0.17
5520,0.828,0.47
5521,0.828,0.47
5522,0.891,0.36
5523,0.891,0.36
5524,0.844,0.63
5525,0.844,0.63
5526,0.812,0.55
5527,0.812,0.55
5528,0.828,0.43
5529,0.828,0.43
5530,0.938,0.26
5531,0.938,0.26
5532,0.906,0.3
5533,0.906,0.3
5534,0.906,0.35
5535,0.906,0.35
5536,0.875,0.33
5537,0.875,0.33
5538,0.859,0.37
5539,0.859,0.37
5540,0.797,0.4
5541,0.797,0.4
5542,0.922,0.27
5543,0.922,0.27
5544,0.875,0.37
5545,0.875,0.37
5546,0.938,0.21
5547,0.938,0.21
5548,0.922,0.33
5549,0.922,0.33
5550,0.938,0.23
5551,0.938,0.23
5552,0.969,0.17
5553,0.969,0.17
5554,0.906,0.37
5555,0.906,0.37
5556,0.906,0.3
5557,0.906,0.3
5558,0.906,0.29
5559,0.906,0.29
5560,0.922,0.21
5561,0.922,0.21
5562,0.906,0.29
5563,0.906,0.29
5564,0.984,0.08
5565,0.984,0.08
5566,0.969,0.19
5567,0.969,0.19
5568,0.906,0.23
5569,0.906,0.23
5570,0.891,0.29
5571,0.891,0.29
5572,0.859,0.36
5573,0.859,0.36
5574,0.875,0.29
5575,0.875,0.29
5576,0.875,0.46
5577,0.875,0.46
5578,0.906,0.22
5579,0.906,0.22
5580,0.875,0.29
5581,0.875,0.29
5582,0.891,0.31
5583,0.891,0.31
5584,0.828,0.48
5585,0.828,0.48
5586,0.938,0.28
5587,0.938,0.28
5588,0.906,0.34
5589,0.906,0.34
5590,0.922,0.19
5591,0.922,0.19
5592,0.891,0.28
5593,0.891,0.28
5594,0.891,0.22
5595,0.891,0.22
5596,0.891,0.32
5597,0.891,0.32
5598,0.922,0.33
5599,0.922,0.33
5600,0.938,0.19
5601,0.938,0.19
5602,0.922,0.25
5603,0.922,0.25
5604,0.906,0.28
5605,0.906,0.28
5606,0.828,0.39
5607,0.828,0.39
5608,0.859,0.28
5609,0.859,0.28
5610,0.922,0.24
5611,0.922,0.24
5612,0.859,0.37
5613,0.859,0.37
5614,0.859,0.37
5615,0.859,0.37
5616,0.984,0.1
5617,0.984,0.1
5618,0.938,0.2
5619,0.938,0.2
5620,0.906,0.27
5621,0.906,0.27
5622,0.891,0.36
5623,0.891,0.36
5624,0.859,0.47
5625,0.859,0.47
5626,0.906,0.33
5627,0.906,0.33
5628,0.938,0.22
5629,0.938,0.22
5630,0.938,0.19
5631,0.938,0.19
5632,0.906,0.21
5633,0.906,0.21
5634,0.938,0.16
5635,0.938,0.16
5636,0.938,0.25
5637,0.938,0.25
5638,0.888,0.33
5639,0.888,0.33
5640,0.888,0.33
5644,0.922,0.32
5645,0.922,0.32
5646,0.875,0.31
5647,0.875,0.31
5648,0.875,0.29
5649,0.875,0.29
5650,0.922,0.24
5651,0.922,0.24
5652,0.953,0.19
5653,0.953,0.19
5654,0.938,0.18
5655,0.938,0.18
5656,0.938,0.21
5657,0.938,0.21
5658,0.922,0.21
5659,0.922,0.21
5660,0.906,0.31
5661,0.906,0.31
5662,0.906,0.27
5663,0.906,0.27
5664,0.922,0.19
5665,0.922,0.19
5666,0.969,0.2
5667,0.969,0.2
5668,0.953,0.2
5669,0.953,0.2
5670,0.875,0.32
5671,0.875,0.32
5672,0.859,0.31
5673,0.859,0.31
5674,0.906,0.25
5675,0.906,0.25
5676,0.891,0.32
5677,0.891,0.32
5678,0.969,0.09
5679,0.969,0.09
5680,0.891,0.33
5681,0.891,0.33
5682,0.906,0.27
5683,0.906,0.27
5684,0.906,0.34
5685,0.906,0.34
5686,0.906,0.38
5687,0.906,0.38
5688,0.891,0.3
5689,0.891,0.3
5690,0.875,0.29
5691,0.875,0.29
5692,0.938,0.21
5693,0.938,0.21
5694,0.906,0.26
5695,0.906,0.26
5696,0.859,0.35
5697,0.859,0.35
5698,0.984,0.15
5699,0.984,0.15
5700,0.875,0.3
5701,0.875,0.3
5702,0.891,0.36
5703,0.891,0.36
5704,0.844,0.38
5705,0.844,0.38
5706,0.922,0.2
5707,0.922,0.2
5708,0.922,0.22
5709,0.922,0.22
5710,0.891,0.24
5711,0.891,0.24
5712,0.938,0.17
5713,0.938,0.17
5714,0.891,0.3
5715,0.891,0.3
5716,0.844,0.41
5717,0.844,0.41
5718,0.953,0.23
5719,0.953,0.23
5720,0.766,0.55
5721,0.766,0.55
5722,0.844,0.41
5723,0.844,0.41
5724,0.891,0.33
5725,0.891,0.33
5726,0.938,0.17
5727,0.938,0.17
5728,0.875,0.36
5729,0.875,0.36
5730,0.891,0.37
5731,0.891,0.37
5732,0.953,0.2
5733,0.953,0.2
5734,0.891,0.32
5735,0.891,0.32
5736,0.844,0.53
5737,0.844,0.53
5738,0.953,0.19
5739,0.953,0.19
5740,0.938,0.23
5741,0.938,0.23
5742,0.922,0.21
5743,0.922,0.21
5744,0.875,0.45
5745,0.875,0.45
5746,0.875,0.48
5747,0.875,0.48
5748,0.875,0.32
5749,0.875,0.32
5750,0.875,0.44
5751,0.875,0.44
5752,0.938,0.27
5753,0.938,0.27
5754,0.953,0.15
5755,0.953,0.15
5756,0.906,0.35
5757,0.906,0.35
5758,0.875,0.35
5759,0.875,0.35
5760,0.922,0.31
5761,0.922,0.31
5762,0.859,0.34
5763,0.859,0.34
5764,0.953,0.19
5765,0.953,0.19
5766,0.922,0.28
5767,0.922,0.28
5768,0.938,0.22
5769,0.938,0.22
5770,0.891,0.34
5771,0.891,0.34
5772,0.875,0.23
5773,0.875,0.23
5774,0.891,0.35
5775,0.891,0.35
5776,0.875,0.34
5777,0.875,0.34
5778,0.953,0.2
5779,0.953,0.2
5780,0.875,0.28
5781,0.875,0.28
5782,0.875,0.3
5783,0.875,0.3
5784,0.844,0.43
5785,0.844,0.43
5786,0.891,0.32
5787,0.891,0.32
5788,0.938,0.19
5789,0.938,0.19
5790,0.859,0.36
5791,0.859,0.36
5792,0.859,0.44
5793,0.859,0.44
5794,0.875,0.37
5795,0.875,0.37
5796,0.906,0.22
5797,0.906,0.22
5798,0.969,0.14
5799,0.969,0.14
5800,0.969,0.26
5801,0.969,0.26
5802,0.938,0.3
5803,0.938,0.3
5804,0.906,0.25
5805,0.906,0.25
5806,0.891,0.29
5807,0.891,0.29
5808,0.859,0.41
5809,0.859,0.41
5810,0.938,0.23
5811,0.938,0.23
5812,0.875,0.43
5813,0.875,0.43
5814,0.953,0.21
5815,0.953,0.21
5816,0.922,0.23
5817,0.922,0.23
5818,0.906,0.36
5819,0.906,0.36
5820,0.844,0.42
5821,0.844,0.42
5822,0.844,0.37
5823,0.844,0.37
5824,0.844,0.35
5825,0.844,0.35
5826,0.938,0.2
5827,0.938,0.2
5828,0.922,0.22
5829,0.922,0.22
5830,0.906,0.29
5831,0.906,0.29
5832,0.922,0.25
5833,0.922,0.25
5834,0.891,0.28
5835,0.891,0.28
5836,0.859,0.36
5837,0.859,0.36
5838,0.891,0.41
5839,0.891,0.41
5840,0.828,0.43
5841,0.828,0.43
5842,0.891,0.3
5843,0.891,0.3
5844,0.906,0.27
5845,0.906,0.27
5846,0.891,0.33
5847,0.891,0.33
5848,0.875,0.35
5849,0.875,0.35
5850,0.812,0.43
5851,0.812,0.43
5852,0.859,0.42
5853,0.859,0.42
5854,0.875,0.4
5855,0.875,0.4
5856,0.953,0.16
5857,0.953,0.16
5858,0.906,0.36
5859,0.906,0.36
5860,0.922,0.32
5861,0.922,0.32
5862,0.906,0.29
5863,0.906,0.29
5864,0.906,0.3
5865,0.906,0.3
5866,0.875,0.45
5867,0.875,0.45
5868,0.922,0.29
5869,0.922,0.29
5870,0.844,0.39
5871,0.844,0.39
5872,0.938,0.22
5873,0.938,0.22
5874,0.906,0.29
5875,0.906,0.29
5876,0.953,0.18
5877,0.953,0.18
5878,0.859,0.34
5879,0.859,0.34
5880,0.906,0.27
5881,0.906,0.27
5882,0.906,0.25
5883,0.906,0.25
5884,0.938,0.29
5885,0.938,0.29
5886,0.938,0.18
5887,0.938,0.18
5888,0.938,0.19
5889,0.938,0.19
5890,0.891,0.32
5891,0.891,0.32
5892,0.969,0.13
5893,0.969,0.13
5894,0.906,0.35
5895,0.906,0.35
5896,0.875,0.3
5897,0.875,0.3
5898,0.906,0.28
5899,0.906,0.28
5900,0.953,0.17
5901,0.953,0.17
5902,0.906,0.34
5903,0.906,0.34
5904,0.844,0.52
5905,0.844,0.52
5906,0.938,0.2
5907,0.938,0.2
5908,0.891,0.3
5909,0.891,0.3
5910,0.906,0.29
5911,0.906,0.29
5912,0.875,0.36
5913,0.875,0.36
5914,0.906,0.38
5915,0.906,0.38
5916,0.922,0.24
5917,0.922,0.24
5918,0.859,0.4
5919,0.859,0.4
5920,0.906,0.24
5921,0.906,0.24
5922,0.938,0.31
5923,0.938,0.31
5924,0.922,0.25
5925,0.922,0.25
5926,0.953,0.2
5927,0.953,0.2
5928,0.875,0.46
5929,0.875,0.46
5930,0.906,0.38
5931,0.906,0.38
5932,0.875,0.35
5933,0.875,0.35
5934,0.906,0.25
5935,0.906,0.25
5936,0.938,0.25
5937,0.938,0.25
5938,0.906,0.32
5939,0.906,0.32
5940,0.891,0.37
5941,0.891,0.37
5942,0.859,0.32
5943,0.859,0.32
5944,0.922,0.26
5945,0.922,0.26
5946,0.922,0.19
5947,0.922,0.19
5948,0.953,0.3
5949,0.953,0.3
5950,0.875,0.4
5951,0.875,0.4
5952,0.938,0.14
5953,0.938,0.14
5954,0.938,0.23
5955,0.938,0.23
5956,0.906,0.28
5957,0.906,0.28
5958,0.938,0.2
5959,0.938,0.2
5960,0.906,0.27
5961,0.906,0.27
5962,0.828,0.47
5963,0.828,0.47
5964,0.906,0.26
5965,0.906,0.26
5966,0.969,0.12
5967,0.969,0.12
5968,0.891,0.32
