Step,Acc,Loss
8858,0.891,0.27
8859,0.891,0.27
8860,0.922,0.19
8861,0.922,0.19
8862,0.922,0.25
8863,0.922,0.25
8864,0.891,0.26
8865,0.891,0.26
8866,0.953,0.23
8867,0.953,0.23
8868,0.812,0.46
8869,0.812,0.46
8870,0.844,0.54
8871,0.844,0.54
8872,0.891,0.38
8873,0.891,0.38
8874,0.922,0.24
8875,0.922,0.24
8876,0.953,0.16
8877,0.953,0.16
8878,0.953,0.13
8879,0.953,0.13
8880,0.875,0.36
8881,0.875,0.36
8882,0.891,0.26
8883,0.891,0.26
8884,0.938,0.22
8885,0.938,0.22
8886,0.938,0.2
8887,0.938,0.2
8888,0.859,0.4
8889,0.859,0.4
8890,0.844,0.37
8891,0.844,0.37
8892,0.891,0.33
8893,0.891,0.33
8894,0.922,0.21
8895,0.922,0.21
8896,0.906,0.3
8897,0.906,0.3
8898,0.938,0.21
8899,0.938,0.21
8900,0.906,0.31
8901,0.906,0.31
8902,0.906,0.22
8903,0.906,0.22
8904,0.938,0.19
8905,0.938,0.19
8906,0.891,0.36
8907,0.891,0.36
8908,0.734,0.74
8909,0.734,0.74
8910,0.859,0.37
8911,0.859,0.37
8912,0.875,0.46
8913,0.875,0.46
8914,0.859,0.44
8915,0.859,0.44
8916,0.844,0.5
8917,0.844,0.5
8918,0.906,0.2
8919,0.906,0.2
8920,0.938,0.28
8921,0.938,0.28
8922,0.812,0.55
8923,0.812,0.55
8924,0.875,0.48
8925,0.875,0.48
8926,0.781,0.47
8927,0.781,0.47
8928,0.922,0.27
8929,0.922,0.27
8930,0.875,0.35
8931,0.875,0.35
8932,0.859,0.52
8933,0.859,0.52
8934,0.922,0.25
8935,0.922,0.25
8936,0.891,0.35
8937,0.891,0.35
8938,0.969,0.18
8939,0.969,0.18
8940,0.906,0.32
8941,0.906,0.32
8942,0.922,0.24
8943,0.922,0.24
8944,0.859,0.31
8945,0.859,0.31
8946,0.891,0.35
8947,0.891,0.35
8948,0.906,0.25
8949,0.906,0.25
8950,0.938,0.22
8951,0.938,0.22
8952,0.969,0.23
8953,0.969,0.23
8954,0.875,0.37
8955,0.875,0.37
8956,0.906,0.29
8957,0.906,0.29
8958,0.953,0.17
8959,0.953,0.17
8960,0.922,0.24
8961,0.922,0.24
8962,0.859,0.38
8963,0.859,0.38
8964,0.953,0.19
8965,0.953,0.19
8966,0.953,0.21
8967,0.953,0.21
8968,0.922,0.31
8969,0.922,0.31
8970,1.0,0.07
8971,1.0,0.07
8972,0.891,0.33
8973,0.891,0.33
8974,0.906,0.31
8975,0.906,0.31
8976,0.938,0.12
8977,0.938,0.12
8978,0.922,0.29
8979,0.922,0.29
8980,0.938,0.19
8981,0.938,0.19
8982,0.891,0.33
8983,0.891,0.33
8984,0.938,0.21
8985,0.938,0.21
8986,0.906,0.23
8987,0.906,0.23
8988,0.969,0.18
8989,0.969,0.18
8990,1.0,0.06
8991,1.0,0.06
8992,0.891,0.26
8993,0.891,0.26
8994,0.922,0.22
8995,0.922,0.22
8996,0.938,0.28
8997,0.938,0.28
8998,0.922,0.23
8999,0.922,0.23
9000,0.844,0.29
9001,0.844,0.29
9002,0.875,0.49
9003,0.875,0.49
9004,0.875,0.33
9005,0.875,0.33
9006,0.891,0.3
9007,0.891,0.3
9008,0.906,0.26
9009,0.906,0.26
9010,0.922,0.27
9011,0.922,0.27
9012,0.891,0.38
9013,0.891,0.38
9014,0.953,0.2
9015,0.953,0.2
9016,0.891,0.32
9017,0.891,0.32
9018,1.0,0.08
9019,1.0,0.08
9020,0.984,0.14
9021,0.984,0.14
9022,0.891,0.3
9023,0.891,0.3
9024,0.922,0.27
9025,0.922,0.27
9026,0.891,0.35
9027,0.891,0.35
9028,0.938,0.2
9029,0.938,0.2
9030,0.891,0.29
9031,0.891,0.29
9032,0.875,0.3
9033,0.875,0.3
9034,0.875,0.32
9035,0.875,0.32
9036,0.875,0.31
9037,0.875,0.31
9038,0.938,0.18
9039,0.938,0.18
9040,0.891,0.26
9041,0.891,0.26
9042,0.938,0.3
9043,0.938,0.3
9044,0.938,0.2
9045,0.938,0.2
9046,0.891,0.4
9047,0.891,0.4
9048,0.859,0.38
9049,0.859,0.38
9050,0.922,0.17
9051,0.922,0.17
9052,0.922,0.17
9053,0.922,0.17
9054,0.906,0.4
9055,0.906,0.4
9056,0.906,0.41
9057,0.906,0.41
9058,0.891,0.24
9059,0.891,0.24
9060,0.875,0.46
9061,0.875,0.46
9062,0.875,0.41
9063,0.875,0.41
9064,0.969,0.26
9065,0.969,0.26
9066,0.828,0.41
9067,0.828,0.41
9068,0.906,0.23
9069,0.906,0.23
9070,0.953,0.24
9071,0.953,0.24
9072,0.922,0.24
9073,0.922,0.24
9074,0.969,0.1
9075,0.969,0.1
9076,0.953,0.16
9077,0.953,0.16
9078,0.859,0.34
9079,0.859,0.34
9080,0.953,0.17
9081,0.953,0.17
9082,0.844,0.49
9083,0.844,0.49
9084,0.891,0.35
9085,0.891,0.35
9086,0.891,0.32
9087,0.891,0.32
9088,0.906,0.33
9089,0.906,0.33
9090,0.906,0.27
9091,0.906,0.27
9092,0.859,0.36
9093,0.859,0.36
9094,0.953,0.18
9095,0.953,0.18
9096,0.906,0.22
9097,0.906,0.22
9098,0.922,0.23
9099,0.922,0.23
9100,0.953,0.17
9101,0.953,0.17
9102,0.953,0.27
9103,0.953,0.27
9104,0.859,0.36
9105,0.859,0.36
9106,0.906,0.25
9107,0.906,0.25
9108,0.922,0.35
9109,0.922,0.35
9110,0.922,0.21
9111,0.922,0.21
9112,0.891,0.23
9113,0.891,0.23
9114,0.859,0.37
9115,0.859,0.37
9116,0.891,0.36
9117,0.891,0.36
9118,0.922,0.23
9119,0.922,0.23
9120,0.922,0.31
9121,0.922,0.31
9122,0.859,0.33
9123,0.859,0.33
9124,0.922,0.23
9125,0.922,0.23
9126,0.922,0.18
9127,0.922,0.18
9128,0.906,0.35
9129,0.906,0.35
9130,0.953,0.12
9131,0.953,0.12
9132,0.891,0.24
9133,0.891,0.24
9134,0.953,0.17
9135,0.953,0.17
9136,0.875,0.35
9137,0.875,0.35
9138,0.938,0.29
9139,0.938,0.29
9140,0.922,0.31
9141,0.922,0.31
9142,0.938,0.26
9143,0.938,0.26
9144,0.906,0.26
9145,0.906,0.26
9146,0.922,0.23
9147,0.922,0.23
9148,0.859,0.48
9149,0.859,0.48
9150,0.969,0.11
9151,0.969,0.11
9152,0.859,0.39
9153,0.859,0.39
9154,0.953,0.18
9155,0.953,0.18
9156,0.938,0.24
9157,0.938,0.24
9158,0.828,0.41
9159,0.828,0.41
9160,0.938,0.21
9161,0.938,0.21
9162,0.922,0.21
9163,0.922,0.21
9164,0.922,0.23
9165,0.922,0.23
9166,0.891,0.26
9167,0.891,0.26
9168,0.875,0.32
9169,0.875,0.32
9170,0.906,0.43
9171,0.906,0.43
9172,0.906,0.32
9173,0.906,0.32
9174,0.906,0.28
9175,0.906,0.28
9176,0.953,0.16
9177,0.953,0.16
9178,0.906,0.25
9179,0.906,0.25
9180,0.953,0.17
9181,0.953,0.17
9182,0.875,0.27
9183,0.875,0.27
9184,0.891,0.27
9185,0.891,0.27
9186,0.906,0.28
9187,0.906,0.28
9188,0.891,0.31
9189,0.891,0.31
9190,0.891,0.33
9191,0.891,0.33
9192,0.812,0.45
9193,0.812,0.45
9194,0.891,0.25
9195,0.891,0.25
9196,0.875,0.38
9197,0.875,0.38
9198,0.969,0.25
9199,0.969,0.25
9200,0.922,0.23
9201,0.922,0.23
9202,0.938,0.23
9203,0.938,0.23
9204,0.938,0.18
9205,0.938,0.18
9206,0.953,0.15
9207,0.953,0.15
9208,0.984,0.12
9209,0.984,0.12
9210,0.984,0.11
9211,0.984,0.11
9212,0.953,0.21
9213,0.953,0.21
9214,0.922,0.27
9215,0.922,0.27
9216,0.938,0.21
9217,0.938,0.21
9218,0.859,0.37
9219,0.859,0.37
9220,0.891,0.4
9221,0.891,0.4
9222,0.922,0.17
9223,0.922,0.17
9224,0.906,0.27
9225,0.906,0.27
9226,0.875,0.55
9227,0.875,0.55
9228,0.906,0.35
9229,0.906,0.35
9230,0.938,0.2
9231,0.938,0.2
9232,0.891,0.35
9233,0.891,0.35
9234,0.875,0.33
9235,0.875,0.33
9236,0.922,0.31
9237,0.922,0.31
9238,0.891,0.24
9239,0.891,0.24
9240,0.922,0.19
9241,0.922,0.19
9242,0.922,0.26
9243,0.922,0.26
9244,0.891,0.26
9245,0.891,0.26
9246,0.906,0.24
9247,0.906,0.24
9248,0.938,0.23
9249,0.938,0.23
9250,0.922,0.28
9251,0.922,0.28
9252,0.953,0.27
9253,0.953,0.27
9254,0.859,0.41
9255,0.859,0.41
9256,0.938,0.25
9257,0.938,0.25
9258,0.875,0.3
9259,0.875,0.3
9260,0.859,0.34
9261,0.859,0.34
9262,0.922,0.26
9263,0.922,0.26
9264,0.906,0.28
9265,0.906,0.28
9266,0.875,0.41
9267,0.875,0.41
9268,0.906,0.31
9269,0.906,0.31
9270,0.906,0.16
9271,0.906,0.16
9272,0.938,0.2
9273,0.938,0.2
9274,0.828,0.32
9275,0.828,0.32
9276,0.891,0.26
9277,0.891,0.26
9278,0.938,0.14
9279,0.938,0.14
9280,0.875,0.3
9281,0.875,0.3
9282,0.891,0.23
9283,0.891,0.23
9284,0.938,0.17
9285,0.938,0.17
9286,0.875,0.36
9287,0.875,0.36
9288,0.891,0.3
9289,0.891,0.3
9290,0.891,0.32
9291,0.891,0.32
9292,0.859,0.48
9293,0.859,0.48
9294,0.891,0.32
9295,0.891,0.32
9296,0.922,0.28
9297,0.922,0.28
9298,0.891,0.34
9299,0.891,0.34
9300,0.922,0.23
9301,0.922,0.23
9302,0.891,0.26
9303,0.891,0.26
9304,0.938,0.27
9305,0.938,0.27
9306,0.875,0.27
9307,0.875,0.27
9308,0.891,0.31
9309,0.891,0.31
9310,0.953,0.17
9311,0.953,0.17
9312,0.922,0.28
9313,0.922,0.28
9314,0.781,0.63
9315,0.781,0.63
9316,0.859,0.29
9317,0.859,0.29
9318,0.922,0.31
9319,0.922,0.31
9320,0.922,0.28
9321,0.922,0.28
9322,0.906,0.28
9323,0.906,0.28
9324,0.906,0.29
9325,0.906,0.29
9326,0.922,0.22
9327,0.922,0.22
9328,0.875,0.32
9329,0.875,0.32
9330,0.906,0.29
9331,0.906,0.29
9332,0.969,0.14
9333,0.969,0.14
9334,0.922,0.37
9335,0.922,0.37
9336,0.922,0.34
9337,0.922,0.34
9338,0.734,0.71
9339,0.734,0.71
9340,0.859,0.32
9341,0.859,0.32
9342,0.891,0.29
9343,0.891,0.29
9344,0.938,0.22
9345,0.938,0.22
9346,0.859,0.29
9347,0.859,0.29
9348,0.922,0.25
9349,0.922,0.25
9350,0.922,0.25
9351,0.922,0.25
9352,0.875,0.39
9353,0.875,0.39
9354,0.984,0.13
9355,0.984,0.13
9356,0.953,0.19
9357,0.953,0.19
9358,0.953,0.15
9359,0.953,0.15
9360,0.844,0.51
9361,0.844,0.51
9362,0.922,0.25
9363,0.922,0.25
9364,0.891,0.36
9365,0.891,0.36
9366,0.844,0.5
9367,0.844,0.5
9368,0.906,0.3
9369,0.906,0.3
9370,0.938,0.29
9371,0.938,0.29
9372,0.891,0.32
9373,0.891,0.32
9374,0.844,0.43
9375,0.844,0.43
9376,0.906,0.26
9377,0.906,0.26
9378,0.953,0.32
9379,0.953,0.32
9380,0.922,0.2
9381,0.922,0.2
9382,0.875,0.31
9383,0.875,0.31
9384,0.969,0.11
9385,0.969,0.11
9386,0.891,0.31
9387,0.891,0.31
9388,0.906,0.36
9389,0.906,0.36
9390,0.906,0.36
9391,0.906,0.36
9392,0.875,0.28
9393,0.875,0.28
9394,0.953,0.14
9395,0.953,0.14
9396,0.922,0.31
9397,0.922,0.31
9398,0.969,0.22
9399,0.969,0.22
9400,0.969,0.22
9404,0.828,0.42
9405,0.828,0.42
9406,0.922,0.29
9407,0.922,0.29
9408,0.938,0.14
9409,0.938,0.14
9410,0.953,0.18
9411,0.953,0.18
9412,0.906,0.27
9413,0.906,0.27
9414,0.875,0.31
9415,0.875,0.31
9416,0.906,0.34
9417,0.906,0.34
9418,0.938,0.15
9419,0.938,0.15
9420,0.891,0.28
9421,0.891,0.28
9422,0.859,0.47
9423,0.859,0.47
9424,0.938,0.16
9425,0.938,0.16
9426,0.891,0.37
9427,0.891,0.37
9428,0.906,0.25
9429,0.906,0.25
9430,0.859,0.32
9431,0.859,0.32
9432,0.922,0.26
9433,0.922,0.26
9434,0.922,0.26
9435,0.922,0.26
9436,0.844,0.32
9437,0.844,0.32
9438,0.938,0.19
9439,0.938,0.19
9440,0.922,0.24
9441,0.922,0.24
9442,0.938,0.2
9443,0.938,0.2
9444,0.906,0.29
9445,0.906,0.29
9446,0.891,0.37
9447,0.891,0.37
9448,0.891,0.26
9449,0.891,0.26
9450,0.906,0.23
9451,0.906,0.23
9452,0.906,0.27
9453,0.906,0.27
9454,0.875,0.33
9455,0.875,0.33
9456,0.906,0.34
9457,0.906,0.34
9458,0.859,0.36
9459,0.859,0.36
9460,0.875,0.29
9461,0.875,0.29
9462,0.922,0.27
9463,0.922,0.27
9464,0.969,0.2
9465,0.969,0.2
9466,0.953,0.18
9467,0.953,0.18
9468,0.969,0.24
9469,0.969,0.24
9470,0.859,0.36
9471,0.859,0.36
9472,0.891,0.37
9473,0.891,0.37
9474,0.922,0.19
9475,0.922,0.19
9476,0.875,0.4
9477,0.875,0.4
9478,0.906,0.19
9479,0.906,0.19
9480,0.938,0.32
9481,0.938,0.32
9482,0.938,0.23
9483,0.938,0.23
9484,0.922,0.3
9485,0.922,0.3
9486,0.906,0.28
9487,0.906,0.28
9488,0.906,0.31
9489,0.906,0.31
9490,0.938,0.29
9491,0.938,0.29
9492,0.953,0.2
9493,0.953,0.2
9494,0.953,0.3
9495,0.953,0.3
9496,0.969,0.15
9497,0.969,0.15
9498,0.969,0.09
9499,0.969,0.09
9500,0.969,0.16
9501,0.969,0.16
9502,0.938,0.27
9503,0.938,0.27
9504,0.906,0.28
9505,0.906,0.28
9506,0.969,0.14
9507,0.969,0.14
9508,0.891,0.24
9509,0.891,0.24
9510,0.938,0.23
9511,0.938,0.23
9512,0.859,0.34
9513,0.859,0.34
9514,0.906,0.32
9515,0.906,0.32
9516,0.938,0.26
9517,0.938,0.26
9518,1.0,0.12
9519,1.0,0.12
9520,0.891,0.23
9521,0.891,0.23
9522,0.984,0.06
9523,0.984,0.06
9524,0.969,0.15
9525,0.969,0.15
9526,0.906,0.19
9527,0.906,0.19
9528,0.938,0.18
9529,0.938,0.18
9530,0.875,0.38
9531,0.875,0.38
9532,0.906,0.28
9533,0.906,0.28
9534,0.922,0.17
9535,0.922,0.17
9536,0.891,0.31
9537,0.891,0.31
9538,0.953,0.16
9539,0.953,0.16
9540,0.953,0.18
9541,0.953,0.18
9542,0.906,0.25
9543,0.906,0.25
9544,0.906,0.23
9545,0.906,0.23
9546,0.984,0.14
9547,0.984,0.14
9548,0.891,0.32
9549,0.891,0.32
9550,0.859,0.27
9551,0.859,0.27
9552,0.891,0.26
9553,0.891,0.26
9554,0.922,0.24
9555,0.922,0.24
9556,0.891,0.45
9557,0.891,0.45
9558,0.922,0.22
9559,0.922,0.22
9560,0.938,0.2
9561,0.938,0.2
9562,0.922,0.21
9563,0.922,0.21
9564,0.922,0.18
9565,0.922,0.18
9566,0.953,0.12
9567,0.953,0.12
9568,0.922,0.22
9569,0.922,0.22
9570,0.875,0.38
9571,0.875,0.38
9572,0.922,0.33
9573,0.922,0.33
9574,0.938,0.18
9575,0.938,0.18
9576,0.828,0.54
9577,0.828,0.54
9578,0.891,0.34
9579,0.891,0.34
9580,0.828,0.47
9581,0.828,0.47
9582,0.859,0.39
9583,0.859,0.39
9584,0.953,0.12
9585,0.953,0.12
9586,0.891,0.23
9587,0.891,0.23
9588,0.922,0.36
9589,0.922,0.36
9590,0.953,0.19
9591,0.953,0.19
9592,0.859,0.28
9593,0.859,0.28
9594,0.891,0.23
9595,0.891,0.23
9596,0.922,0.32
9597,0.922,0.32
9598,0.906,0.29
9599,0.906,0.29
9600,0.953,0.17
9601,0.953,0.17
9602,0.906,0.25
9603,0.906,0.25
9604,0.859,0.48
9605,0.859,0.48
9606,0.922,0.23
9607,0.922,0.23
9608,0.891,0.34
9609,0.891,0.34
9610,0.938,0.22
9611,0.938,0.22
9612,0.828,0.49
9613,0.828,0.49
9614,0.922,0.19
9615,0.922,0.19
9616,0.938,0.21
9617,0.938,0.21
9618,0.938,0.23
9619,0.938,0.23
9620,0.891,0.22
9621,0.891,0.22
9622,0.891,0.31
9623,0.891,0.31
9624,0.891,0.33
9625,0.891,0.33
9626,0.859,0.33
9627,0.859,0.33
9628,0.844,0.48
9629,0.844,0.48
9630,0.938,0.2
9631,0.938,0.2
9632,0.859,0.38
9633,0.859,0.38
9634,0.906,0.29
9635,0.906,0.29
9636,0.938,0.2
9637,0.938,0.2
9638,0.938,0.26
9639,0.938,0.26
9640,0.891,0.3
9641,0.891,0.3
9642,0.891,0.38
9643,0.891,0.38
9644,0.922,0.21
9645,0.922,0.21
9646,0.844,0.45
9647,0.844,0.45
9648,0.859,0.42
9649,0.859,0.42
9650,0.859,0.37
9651,0.859,0.37
9652,0.891,0.3
9653,0.891,0.3
9654,0.938,0.14
9655,0.938,0.14
9656,0.875,0.37
9657,0.875,0.37
9658,0.875,0.34
9659,0.875,0.34
9660,0.969,0.22
9661,0.969,0.22
9662,0.922,0.22
9663,0.922,0.22
9664,0.859,0.46
9665,0.859,0.46
9666,0.953,0.12
9667,0.953,0.12
9668,0.953,0.16
9669,0.953,0.16
9670,0.922,0.24
9671,0.922,0.24
9672,0.938,0.24
9673,0.938,0.24
9674,0.922,0.2
9675,0.922,0.2
9676,0.953,0.19
9677,0.953,0.19
9678,0.938,0.2
9679,0.938,0.2
9680,0.922,0.32
9681,0.922,0.32
9682,0.906,0.28
9683,0.906,0.28
9684,0.844,0.44
9685,0.844,0.44
9686,0.969,0.09
9687,0.969,0.09
9688,0.938,0.22
9689,0.938,0.22
9690,0.938,0.3
9691,0.938,0.3
9692,0.938,0.21
9693,0.938,0.21
9694,0.891,0.28
9695,0.891,0.28
9696,0.859,0.26
9697,0.859,0.26
9698,0.938,0.19
9699,0.938,0.19
9700,0.891,0.3
9701,0.891,0.3
9702,0.875,0.32
9703,0.875,0.32
9704,0.875,0.34
9705,0.875,0.34
9706,0.875,0.28
9707,0.875,0.28
9708,0.953,0.19
9709,0.953,0.19
9710,0.875,0.27
9711,0.875,0.27
9712,0.953,0.12
9713,0.953,0.12
9714,0.859,0.39
9715,0.859,0.39
9716,0.922,0.3
9717,0.922,0.3
9718,0.891,0.28
9719,0.891,0.28
9720,0.844,0.33
9721,0.844,0.33
9722,0.891,0.31
9723,0.891,0.31
9724,0.875,0.31
9725,0.875,0.31
9726,0.906,0.34
9727,0.906,0.34
9728,0.922,0.29
9729,0.922,0.29
9730,0.938,0.21
9731,0.938,0.21
9732,0.953,0.12
9733,0.953,0.12
9734,0.859,0.35
9735,0.859,0.35
9736,0.906,0.25
9737,0.906,0.25
9738,0.906,0.24
9739,0.906,0.24
9740,0.922,0.31
9741,0.922,0.31
9742,0.922,0.2
9743,0.922,0.2
9744,0.938,0.2
9745,0.938,0.2
9746,0.922,0.22
9747,0.922,0.22
9748,0.875,0.27
9749,0.875,0.27
9750,0.859,0.4
9751,0.859,0.4
9752,0.875,0.3
9753,0.875,0.3
9754,0.906,0.28
9755,0.906,0.28
9756,0.922,0.19
9757,0.922,0.19
9758,0.938,0.23
9759,0.938,0.23
9760,0.875,0.47
9761,0.875,0.47
9762,0.891,0.21
9763,0.891,0.21
9764,0.906,0.21
9765,0.906,0.21
9766,0.906,0.29
9767,0.906,0.29
9768,0.859,0.3
9769,0.859,0.3
9770,0.938,0.17
9771,0.938,0.17
9772,0.891,0.33
9773,0.891,0.33
9774,0.859,0.36
9775,0.859,0.36
9776,0.875,0.28
9777,0.875,0.28
9778,0.938,0.21
9779,0.938,0.21
9780,0.938,0.21
9781,0.938,0.21
9782,0.875,0.31
9783,0.875,0.31
9784,0.891,0.25
9785,0.891,0.25
9786,0.891,0.38
9787,0.891,0.38
9788,0.906,0.22
9789,0.906,0.22
9790,0.938,0.16
9791,0.938,0.16
9792,0.922,0.31
9793,0.922,0.31
9794,0.844,0.39
9795,0.844,0.39
9796,0.938,0.14
9797,0.938,0.14
9798,0.906,0.27
9799,0.906,0.27
9800,0.875,0.38
9801,0.875,0.38
9802,0.922,0.23
9803,0.922,0.23
9804,0.969,0.09
9805,0.969,0.09
9806,0.984,0.11
9807,0.984,0.11
9808,0.953,0.18
9809,0.953,0.18
9810,0.891,0.3
9811,0.891,0.3
9812,0.969,0.15
9813,0.969,0.15
9814,0.922,0.29
9815,0.922,0.29
9816,0.859,0.39
9817,0.859,0.39
9818,0.891,0.32
9819,0.891,0.32
9820,0.891,0.26
9821,0.891,0.26
9822,0.875,0.31
9823,0.875,0.31
9824,0.953,0.25
9825,0.953,0.25
9826,0.953,0.2
9827,0.953,0.2
9828,0.828,0.41
9829,0.828,0.41
9830,0.938,0.27
9831,0.938,0.27
9832,0.922,0.23
9833,0.922,0.23
9834,0.922,0.24
9835,0.922,0.24
9836,0.906,0.16
9837,0.906,0.16
9838,0.953,0.12
9839,0.953,0.12
9840,0.891,0.33
9841,0.891,0.33
9842,0.922,0.28
9843,0.922,0.28
9844,0.953,0.15
9845,0.953,0.15
9846,0.938,0.19
9847,0.938,0.19
9848,0.953,0.15
9849,0.953,0.15
9850,0.875,0.25
9851,0.875,0.25
9852,0.938,0.22
9853,0.938,0.22
9854,0.922,0.26
9855,0.922,0.26
9856,0.922,0.29
9857,0.922,0.29
9858,0.938,0.23
9859,0.938,0.23
9860,0.906,0.21
9861,0.906,0.21
9862,0.953,0.15
9863,0.953,0.15
9864,0.875,0.32
9865,0.875,0.32
9866,0.906,0.2
9867,0.906,0.2
9868,0.938,0.17
9869,0.938,0.17
9870,0.938,0.16
9871,0.938,0.16
9872,0.938,0.15
9873,0.938,0.15
9874,0.875,0.31
9875,0.875,0.31
9876,0.859,0.39
9877,0.859,0.39
9878,0.891,0.36
9879,0.891,0.36
9880,0.875,0.32
9881,0.875,0.32
9882,0.859,0.38
9883,0.859,0.38
9884,0.891,0.33
9885,0.891,0.33
9886,0.969,0.09
9887,0.969,0.09
9888,0.875,0.23
9889,0.875,0.23
9890,0.875,0.27
9891,0.875,0.27
9892,0.906,0.24
9893,0.906,0.24
9894,0.938,0.17
9895,0.938,0.17
9896,0.953,0.18
9897,0.953,0.18
9898,0.922,0.24
9899,0.922,0.24
9900,0.938,0.13
9901,0.938,0.13
9902,0.891,0.31
9903,0.891,0.31
9904,0.938,0.27
9905,0.938,0.27
9906,0.875,0.26
9907,0.875,0.26
9908,0.859,0.25
9909,0.859,0.25
9910,0.906,0.32
9911,0.906,0.32
9912,0.922,0.18
9913,0.922,0.18
9914,0.891,0.24
9915,0.891,0.24
9916,0.922,0.24
9917,0.922,0.24
9918,0.938,0.23
9919,0.938,0.23
9920,0.922,0.31
9921,0.922,0.31
9922,0.922,0.18
9923,0.922,0.18
9924,0.828,0.43
9925,0.828,0.43
9926,0.922,0.25
9927,0.922,0.25
9928,0.859,0.43
9929,0.859,0.43
9930,0.922,0.16
9931,0.922,0.16
9932,0.859,0.43
9933,0.859,0.43
9934,0.891,0.22
9935,0.891,0.22
9936,0.875,0.35
9937,0.875,0.35
9938,0.875,0.33
9939,0.875,0.33
9940,0.906,0.26
9941,0.906,0.26
9942,0.859,0.46
9943,0.859,0.46
9944,0.906,0.34
9945,0.906,0.34
9946,0.969,0.17
9947,0.969,0.17
9948,0.922,0.32
9949,0.922,0.32
9950,0.938,0.21
9951,0.938,0.21
9952,0.891,0.35
9953,0.891,0.35
9954,0.906,0.45
9955,0.906,0.45
9956,0.922,0.22
9957,0.922,0.22
9958,0.938,0.23
9959,0.938,0.23
9960,0.938,0.19
9961,0.938,0.19
9962,0.922,0.17
9963,0.922,0.17
9964,0.828,0.38
9965,0.828,0.38
9966,0.906,0.23
9967,0.906,0.23
9968,0.922,0.29
9969,0.922,0.29
9970,0.922,0.22
9971,0.922,0.22
9972,0.906,0.25
9973,0.906,0.25
9974,0.953,0.15
9975,0.953,0.15
9976,0.953,0.14
9977,0.953,0.14
9978,0.891,0.41
9979,0.891,0.41
9980,0.906,0.21
9981,0.906,0.21
9982,0.938,0.18
9983,0.938,0.18
9984,0.859,0.41
9985,0.859,0.41
9986,0.938,0.18
9987,0.938,0.18
9988,0.906,0.25
9989,0.906,0.25
9990,0.922,0.19
9991,0.922,0.19
9992,0.828,0.29
9993,0.828,0.29
9994,0.984,0.17
9995,0.984,0.17
9996,0.906,0.24
9997,0.906,0.24
9998,0.938,0.17
9999,0.938,0.17
10000,0.891,0.28
10001,0.891,0.28
10002,0.922,0.21
10003,0.922,0.21
10004,0.859,0.25
10005,0.859,0.25
10006,0.906,0.24
10007,0.906,0.24
10008,0.969,0.1
10009,0.969,0.1
10010,0.953,0.27
10011,0.953,0.27
10012,0.953,0.16
10013,0.953,0.16
10014,0.922,0.21
10015,0.922,0.21
10016,0.938,0.17
10017,0.938,0.17
10018,0.953,0.17
10019,0.953,0.17
10020,0.875,0.32
10021,0.875,0.32
10022,0.922,0.23
10023,0.922,0.23
10024,0.938,0.17
10025,0.938,0.17
10026,0.969,0.15
10027,0.969,0.15
10028,0.875,0.31
10029,0.875,0.31
10030,0.938,0.31
10031,0.938,0.31
10032,0.891,0.24
10033,0.891,0.24
10034,0.844,0.27
10035,0.844,0.27
10036,0.969,0.21
10037,0.969,0.21
10038,0.922,0.22
10039,0.922,0.22
10040,0.938,0.18
10041,0.938,0.18
10042,0.953,0.17
10043,0.953,0.17
10044,0.906,0.33
10045,0.906,0.33
10046,0.938,0.23
10047,0.938,0.23
10048,0.938,0.21
10049,0.938,0.21
10050,0.906,0.2
10051,0.906,0.2
10052,0.891,0.38
10053,0.891,0.38
10054,0.906,0.24
10055,0.906,0.24
10056,0.891,0.39
10057,0.891,0.39
10058,0.891,0.29
10059,0.891,0.29
10060,0.938,0.28
10061,0.938,0.28
10062,0.953,0.19
10063,0.953,0.19
10064,0.891,0.3
10065,0.891,0.3
10066,0.938,0.21
10067,0.938,0.21
10068,0.875,0.32
10069,0.875,0.32
10070,0.859,0.46
10071,0.859,0.46
10072,0.938,0.22
10073,0.938,0.22
10074,0.969,0.16
10075,0.969,0.16
10076,0.922,0.31
10077,0.922,0.31
10078,0.859,0.3
10079,0.859,0.3
10080,0.922,0.22
10081,0.922,0.22
10082,0.938,0.17
10083,0.938,0.17
10084,0.891,0.22
10085,0.891,0.22
10086,0.969,0.22
10087,0.969,0.22
10088,0.891,0.31
10089,0.891,0.31
10090,0.828,0.33
10091,0.828,0.33
10092,0.875,0.35
10093,0.875,0.35
10094,0.984,0.05
10095,0.984,0.05
10096,0.938,0.24
10097,0.938,0.24
10098,0.969,0.18
10099,0.969,0.18
10100,0.922,0.3
10101,0.922,0.3
10102,0.953,0.13
10103,0.953,0.13
10104,0.891,0.3
10105,0.891,0.3
10106,0.906,0.24
10107,0.906,0.24
10108,0.953,0.17
10109,0.953,0.17
10110,0.891,0.31
10111,0.891,0.31
10112,0.938,0.21
10113,0.938,0.21
10114,0.953,0.13
10115,0.953,0.13
10116,0.922,0.18
10117,0.922,0.18
10118,0.953,0.19
10119,0.953,0.19
10120,0.953,0.16
10121,0.953,0.16
10122,0.875,0.27
10123,0.875,0.27
10124,0.906,0.25
10125,0.906,0.25
10126,0.906,0.25
10127,0.906,0.25
10128,0.875,0.41
10129,0.875,0.41
10130,0.969,0.11
10131,0.969,0.11
