Step,Acc,Loss
3947,0.906,0.19
3948,0.875,0.3
3949,0.875,0.3
3950,0.922,0.22
3951,0.922,0.22
3952,0.883,0.32
3953,0.883,0.32
3954,0.891,0.36
3955,0.891,0.36
3956,0.922,0.2
3957,0.922,0.2
3958,0.922,0.21
3959,0.922,0.21
3960,0.922,0.23
3961,0.922,0.23
3962,0.93,0.23
3963,0.93,0.23
3964,0.914,0.36
3965,0.914,0.36
3966,0.945,0.15
3967,0.945,0.15
3968,0.93,0.26
3969,0.93,0.26
3970,0.922,0.24
3971,0.922,0.24
3972,0.906,0.32
3973,0.906,0.32
3974,0.938,0.26
3975,0.938,0.26
3976,0.906,0.29
3977,0.906,0.29
3978,0.891,0.27
3979,0.891,0.27
3980,0.891,0.33
3981,0.891,0.33
3982,0.883,0.41
3983,0.883,0.41
3984,0.922,0.25
3985,0.922,0.25
3986,0.898,0.32
3987,0.898,0.32
3988,0.898,0.32
3989,0.898,0.32
3990,0.914,0.21
3991,0.914,0.21
3992,0.922,0.25
3993,0.922,0.25
3994,0.93,0.23
3995,0.93,0.23
3996,0.891,0.25
3997,0.891,0.25
3998,0.922,0.27
3999,0.922,0.27
4000,0.922,0.21
4001,0.922,0.21
4002,0.906,0.29
4003,0.906,0.29
4004,0.891,0.36
4005,0.891,0.36
4006,0.844,0.41
4007,0.844,0.41
4008,0.922,0.26
4009,0.922,0.26
4010,0.891,0.31
4011,0.891,0.31
4012,0.844,0.39
4013,0.844,0.39
4014,0.906,0.31
4015,0.906,0.31
4016,0.914,0.32
4017,0.914,0.32
4018,0.891,0.29
4019,0.891,0.29
4020,0.938,0.17
4021,0.938,0.17
4022,0.898,0.39
4023,0.898,0.39
4024,0.914,0.22
4025,0.914,0.22
4026,0.906,0.29
4027,0.906,0.29
4028,0.93,0.27
4029,0.93,0.27
4030,0.93,0.16
4031,0.93,0.16
4032,0.906,0.28
4033,0.906,0.28
4034,0.922,0.24
4035,0.922,0.24
4036,0.898,0.33
4037,0.898,0.33
4038,0.891,0.31
4039,0.891,0.31
4040,0.945,0.21
4041,0.945,0.21
4042,0.906,0.28
4043,0.906,0.28
4044,0.875,0.35
4045,0.875,0.35
4046,0.938,0.22
4047,0.938,0.22
4048,0.898,0.31
4049,0.898,0.31
4050,0.953,0.16
4051,0.953,0.16
4052,0.922,0.23
4053,0.922,0.23
4054,0.891,0.36
4055,0.891,0.36
4056,0.906,0.29
4057,0.906,0.29
4058,0.945,0.22
4059,0.945,0.22
4060,0.883,0.29
4061,0.883,0.29
4062,0.938,0.2
4063,0.938,0.2
4064,0.93,0.21
4065,0.93,0.21
4066,0.914,0.25
4067,0.914,0.25
4068,0.93,0.21
4069,0.93,0.21
4070,0.953,0.19
4071,0.953,0.19
4072,0.914,0.25
4073,0.914,0.25
4074,0.922,0.24
4075,0.922,0.24
4076,0.898,0.25
4077,0.898,0.25
4078,0.883,0.29
4079,0.883,0.29
4080,0.883,0.32
4081,0.883,0.32
4082,0.875,0.4
4083,0.875,0.4
4084,0.922,0.24
4085,0.922,0.24
4086,0.875,0.3
4087,0.875,0.3
4088,0.891,0.29
4089,0.891,0.29
4090,0.914,0.27
4091,0.914,0.27
4092,0.914,0.34
4093,0.914,0.34
4094,0.898,0.25
4095,0.898,0.25
4096,0.898,0.36
4097,0.898,0.36
4098,0.945,0.22
4099,0.945,0.22
4100,0.914,0.24
4101,0.914,0.24
4102,0.914,0.23
4103,0.914,0.23
4104,0.93,0.25
4105,0.93,0.25
4106,0.922,0.32
4107,0.922,0.32
4108,0.93,0.26
4109,0.93,0.26
4110,0.891,0.37
4111,0.891,0.37
4112,0.867,0.38
4113,0.867,0.38
4114,0.914,0.28
4115,0.914,0.28
4116,0.891,0.27
4117,0.891,0.27
4118,0.922,0.28
4119,0.922,0.28
4120,0.906,0.31
4121,0.906,0.31
4122,0.883,0.28
4123,0.883,0.28
4124,0.922,0.23
4125,0.922,0.23
4126,0.891,0.28
4127,0.891,0.28
4128,0.93,0.23
4129,0.93,0.23
4130,0.883,0.32
4131,0.883,0.32
4132,0.906,0.27
4133,0.906,0.27
4134,0.852,0.42
4135,0.852,0.42
4136,0.914,0.35
4137,0.914,0.35
4138,0.93,0.23
4139,0.93,0.23
4140,0.938,0.26
4141,0.938,0.26
4142,0.922,0.27
4143,0.922,0.27
4144,0.922,0.23
4145,0.922,0.23
4146,0.938,0.2
4147,0.938,0.2
4148,0.922,0.25
4149,0.922,0.25
4150,0.883,0.36
4151,0.883,0.36
4152,0.898,0.25
4153,0.898,0.25
4154,0.914,0.3
4155,0.914,0.3
4156,0.945,0.21
4157,0.945,0.21
4158,0.898,0.26
4159,0.898,0.26
4160,0.906,0.28
4161,0.906,0.28
4162,0.867,0.35
4163,0.867,0.35
4164,0.93,0.24
4165,0.93,0.24
4166,0.906,0.26
4167,0.906,0.26
4168,0.93,0.21
4169,0.93,0.21
4170,0.906,0.21
4171,0.906,0.21
4172,0.914,0.24
4173,0.914,0.24
4174,0.859,0.4
4175,0.859,0.4
4176,0.906,0.26
4177,0.906,0.26
4178,0.859,0.34
4179,0.859,0.34
4180,0.898,0.24
4181,0.898,0.24
4182,0.867,0.32
4183,0.867,0.32
4184,0.906,0.35
4185,0.906,0.35
4186,0.867,0.38
4187,0.867,0.38
4188,0.938,0.2
4189,0.938,0.2
4190,0.891,0.39
4191,0.891,0.39
4192,0.922,0.2
4193,0.922,0.2
4194,0.898,0.29
4195,0.898,0.29
4196,0.922,0.26
4197,0.922,0.26
4198,0.906,0.34
4199,0.906,0.34
4200,0.914,0.3
4201,0.914,0.3
4202,0.938,0.26
4203,0.938,0.26
4204,0.906,0.2
4205,0.906,0.2
4206,0.93,0.25
4207,0.93,0.25
4208,0.906,0.28
4209,0.906,0.28
4210,0.836,0.41
4211,0.836,0.41
4212,0.883,0.33
4213,0.883,0.33
4214,0.953,0.18
4215,0.953,0.18
4216,0.93,0.19
4217,0.93,0.19
4218,0.898,0.29
4219,0.898,0.29
4220,0.898,0.3
4221,0.898,0.3
4222,0.883,0.31
4223,0.883,0.31
4224,0.906,0.34
4225,0.906,0.34
4226,0.898,0.25
4227,0.898,0.25
4228,0.914,0.26
4229,0.914,0.26
4230,0.938,0.19
4231,0.938,0.19
4232,0.883,0.28
4233,0.883,0.28
4234,0.914,0.25
4235,0.914,0.25
4236,0.953,0.15
4237,0.953,0.15
4238,0.914,0.23
4239,0.914,0.23
4240,0.883,0.28
4241,0.883,0.28
4242,0.945,0.22
4243,0.945,0.22
4244,0.938,0.2
4245,0.938,0.2
4246,0.914,0.27
4247,0.914,0.27
4248,0.906,0.28
4249,0.906,0.28
4250,0.906,0.36
4251,0.906,0.36
4252,0.906,0.34
4253,0.906,0.34
4254,0.914,0.22
4255,0.914,0.22
4256,0.898,0.21
4257,0.898,0.21
4258,0.898,0.31
4259,0.898,0.31
4260,0.938,0.18
4261,0.938,0.18
4262,0.883,0.32
4263,0.883,0.32
4264,0.867,0.32
4265,0.867,0.32
4266,0.891,0.28
4267,0.891,0.28
4268,0.906,0.22
4269,0.906,0.22
4270,0.906,0.26
4271,0.906,0.26
4272,0.883,0.38
4273,0.883,0.38
4274,0.914,0.26
4275,0.914,0.26
4276,0.938,0.22
4277,0.938,0.22
4278,0.867,0.32
4279,0.867,0.32
4280,0.867,0.35
4281,0.867,0.35
4282,0.898,0.23
4283,0.898,0.23
4284,0.906,0.3
4285,0.906,0.3
4286,0.867,0.34
4287,0.867,0.34
4288,0.875,0.35
4289,0.875,0.35
4290,0.945,0.25
4291,0.945,0.25
4292,0.922,0.25
4293,0.922,0.25
4294,0.93,0.21
4295,0.93,0.21
4296,0.875,0.42
4297,0.875,0.42
4298,0.883,0.32
4299,0.883,0.32
4300,0.914,0.32
4301,0.914,0.32
4302,0.906,0.26
4303,0.906,0.26
4304,0.945,0.24
4305,0.945,0.24
4306,0.938,0.14
4307,0.938,0.14
4308,0.914,0.22
4309,0.914,0.22
4310,0.93,0.19
4311,0.93,0.19
4312,0.891,0.33
4313,0.891,0.33
4314,0.891,0.24
4315,0.891,0.24
4316,0.961,0.18
4317,0.961,0.18
4318,0.938,0.24
4319,0.938,0.24
4320,0.898,0.31
4321,0.898,0.31
4322,0.898,0.24
4323,0.898,0.24
4324,0.906,0.27
4325,0.906,0.27
4326,0.93,0.2
4327,0.93,0.2
4328,0.93,0.24
4329,0.93,0.24
4330,0.922,0.22
4331,0.922,0.22
4332,0.867,0.32
4333,0.867,0.32
4334,0.883,0.31
4335,0.883,0.31
4336,0.898,0.3
4337,0.898,0.3
4338,0.938,0.14
4339,0.938,0.14
4340,0.922,0.19
4341,0.922,0.19
4342,0.891,0.31
4343,0.891,0.31
4344,0.898,0.29
4345,0.898,0.29
4346,0.922,0.27
4347,0.922,0.27
4348,0.938,0.25
4349,0.938,0.25
4350,0.922,0.22
4351,0.922,0.22
4352,0.906,0.33
4353,0.906,0.33
4354,0.945,0.19
4355,0.945,0.19
4356,0.867,0.5
4357,0.867,0.5
4358,0.953,0.21
4359,0.953,0.21
4360,0.875,0.3
4361,0.875,0.3
4362,0.867,0.44
4363,0.867,0.44
4364,0.891,0.31
4365,0.891,0.31
4366,0.875,0.32
4367,0.875,0.32
4368,0.93,0.27
4369,0.93,0.27
4370,0.93,0.27
4371,0.93,0.27
4372,0.914,0.24
4373,0.914,0.24
4374,0.898,0.27
4375,0.898,0.27
4376,0.953,0.19
4377,0.953,0.19
4378,0.945,0.16
4379,0.945,0.16
4380,0.914,0.26
4381,0.914,0.26
4382,0.961,0.2
4383,0.961,0.2
4384,0.938,0.22
4385,0.938,0.22
4386,0.914,0.25
4387,0.914,0.25
4388,0.914,0.25
4389,0.914,0.25
4390,0.914,0.39
4391,0.914,0.39
4392,0.922,0.28
4393,0.922,0.28
4394,0.945,0.2
4395,0.945,0.2
4396,0.906,0.23
4397,0.906,0.23
4398,0.961,0.17
4399,0.961,0.17
4400,0.891,0.31
4401,0.891,0.31
4402,0.914,0.21
4403,0.914,0.21
4404,0.938,0.19
4405,0.938,0.19
4406,0.914,0.36
4407,0.914,0.36
4408,0.922,0.24
4409,0.922,0.24
4410,0.883,0.34
4411,0.883,0.34
4412,0.93,0.19
4413,0.93,0.19
4414,0.883,0.29
4415,0.883,0.29
4416,0.898,0.3
4417,0.898,0.3
4418,0.906,0.2
4419,0.906,0.2
4420,0.945,0.16
4421,0.945,0.16
4422,0.938,0.22
4423,0.938,0.22
4424,0.891,0.26
4425,0.891,0.26
4426,0.906,0.24
4427,0.906,0.24
4428,0.922,0.21
4429,0.922,0.21
4430,0.914,0.27
4431,0.914,0.27
4432,0.93,0.2
4433,0.93,0.2
4434,0.93,0.26
4435,0.93,0.26
4436,0.922,0.28
4437,0.922,0.28
4438,0.93,0.18
4439,0.93,0.18
4440,0.938,0.21
4441,0.938,0.21
4442,0.891,0.27
4443,0.891,0.27
4444,0.891,0.31
4445,0.891,0.31
4446,0.875,0.3
4447,0.875,0.3
4448,0.922,0.25
4449,0.922,0.25
4450,0.891,0.28
4451,0.891,0.28
4452,0.898,0.27
4453,0.898,0.27
4454,0.914,0.29
4455,0.914,0.29
4456,0.867,0.38
4457,0.867,0.38
4458,0.945,0.22
4459,0.945,0.22
4460,0.938,0.24
4461,0.938,0.24
4462,0.867,0.33
4463,0.867,0.33
4464,0.914,0.18
4465,0.914,0.18
4466,0.938,0.23
4467,0.938,0.23
4468,0.875,0.32
4469,0.875,0.32
4470,0.93,0.24
4471,0.93,0.24
4472,0.953,0.17
4473,0.953,0.17
4474,0.93,0.24
4475,0.93,0.24
4476,0.922,0.17
4477,0.922,0.17
4478,0.961,0.17
4479,0.961,0.17
4480,0.891,0.31
4481,0.891,0.31
4482,0.945,0.29
4483,0.945,0.29
4484,0.906,0.33
4485,0.906,0.33
4486,0.867,0.34
4487,0.867,0.34
4488,0.93,0.25
4489,0.93,0.25
4490,0.914,0.28
4491,0.914,0.28
4492,0.906,0.25
4493,0.906,0.25
4494,0.93,0.25
4495,0.93,0.25
4496,0.883,0.3
4497,0.883,0.3
4498,0.922,0.25
4499,0.922,0.25
4500,0.906,0.29
4501,0.906,0.29
4502,0.867,0.36
4503,0.867,0.36
4504,0.914,0.25
4505,0.914,0.25
4506,0.883,0.35
4507,0.883,0.35
4508,0.922,0.24
4509,0.922,0.24
4510,0.938,0.21
4511,0.938,0.21
4512,0.867,0.32
4513,0.867,0.32
4514,0.938,0.27
4515,0.938,0.27
4516,0.891,0.31
4517,0.891,0.31
4518,0.945,0.23
4519,0.945,0.23
4520,0.938,0.2
4521,0.938,0.2
4522,0.922,0.21
4523,0.922,0.21
4524,0.914,0.22
4525,0.914,0.22
4526,0.922,0.22
4527,0.922,0.22
4528,0.93,0.2
4529,0.93,0.2
4530,0.891,0.27
4531,0.891,0.27
4532,0.945,0.19
4533,0.945,0.19
4534,0.844,0.36
4535,0.844,0.36
4536,0.898,0.23
4537,0.898,0.23
4538,0.953,0.18
4539,0.953,0.18
4540,0.922,0.2
4541,0.922,0.2
4542,0.891,0.26
4543,0.891,0.26
4544,0.922,0.28
4545,0.922,0.28
4546,0.961,0.14
4547,0.961,0.14
4548,0.938,0.22
4549,0.938,0.22
4550,0.93,0.2
4551,0.93,0.2
4552,0.906,0.24
4553,0.906,0.24
4554,0.922,0.24
4555,0.922,0.24
4556,0.922,0.2
4557,0.922,0.2
4558,0.922,0.2
4559,0.922,0.2
4560,0.891,0.3
4561,0.891,0.3
4562,0.891,0.32
4563,0.891,0.32
4564,0.898,0.3
4565,0.898,0.3
4566,0.922,0.24
4567,0.922,0.24
4568,0.891,0.31
4569,0.891,0.31
4570,0.812,0.46
4571,0.812,0.46
4572,0.891,0.31
4573,0.891,0.31
4574,0.93,0.26
4575,0.93,0.26
4576,0.953,0.19
4577,0.953,0.19
4578,0.945,0.19
4579,0.945,0.19
4580,0.883,0.35
4581,0.883,0.35
4582,0.93,0.23
4583,0.93,0.23
4584,0.945,0.19
4585,0.945,0.19
4586,0.906,0.24
4587,0.906,0.24
4588,0.945,0.22
4589,0.945,0.22
4590,0.938,0.22
4591,0.938,0.22
4592,0.891,0.34
4593,0.891,0.34
4594,0.969,0.16
4595,0.969,0.16
4596,0.93,0.19
4597,0.93,0.19
4598,0.922,0.29
4599,0.922,0.29
4600,0.875,0.32
4601,0.875,0.32
4602,0.969,0.13
4603,0.969,0.13
4604,0.898,0.31
4605,0.898,0.31
4606,0.93,0.22
4607,0.93,0.22
4608,0.914,0.25
4609,0.914,0.25
4610,0.859,0.28
4611,0.859,0.28
4612,0.938,0.24
4613,0.938,0.24
4614,0.875,0.3
4615,0.875,0.3
4616,0.938,0.22
4617,0.938,0.22
4618,0.898,0.24
4619,0.898,0.24
4620,0.922,0.22
4621,0.922,0.22
4622,0.883,0.29
4623,0.883,0.29
4624,0.945,0.24
4625,0.945,0.24
4626,0.898,0.25
4627,0.898,0.25
4628,0.93,0.2
4629,0.93,0.2
4630,0.93,0.2
4631,0.93,0.2
4632,0.875,0.35
4633,0.875,0.35
4634,0.906,0.25
4635,0.906,0.25
4636,0.938,0.18
4637,0.938,0.18
4638,0.945,0.21
4639,0.945,0.21
4640,0.93,0.26
4641,0.93,0.26
4642,0.945,0.18
4643,0.945,0.18
4644,0.914,0.25
4645,0.914,0.25
4646,0.938,0.27
4647,0.938,0.27
4648,0.906,0.26
4649,0.906,0.26
4650,0.914,0.22
4651,0.914,0.22
4652,0.922,0.33
4653,0.922,0.33
4654,0.93,0.21
4655,0.93,0.21
4656,0.914,0.28
4657,0.914,0.28
4658,0.945,0.15
4659,0.945,0.15
4660,0.859,0.34
4661,0.859,0.34
4662,0.891,0.32
4663,0.891,0.32
4664,0.953,0.18
4665,0.953,0.18
4666,0.859,0.34
4667,0.859,0.34
4668,0.953,0.24
4669,0.953,0.24
4670,0.914,0.23
4671,0.914,0.23
4672,0.93,0.25
4673,0.93,0.25
4674,0.969,0.14
4675,0.969,0.14
4676,0.875,0.33
4677,0.875,0.33
4678,0.914,0.26
4679,0.914,0.26
4680,0.914,0.26
4681,0.914,0.26
4682,0.969,0.14
4683,0.969,0.14
4684,0.922,0.28
4685,0.922,0.28
4686,0.906,0.25
4687,0.906,0.25
4688,0.922,0.27
4689,0.922,0.27
4690,0.883,0.27
4691,0.883,0.27
4692,0.891,0.36
4693,0.891,0.36
4694,0.891,0.29
4695,0.891,0.29
4696,0.875,0.34
4697,0.875,0.34
4698,0.914,0.22
4699,0.914,0.22
4700,0.906,0.29
4701,0.906,0.29
4702,0.891,0.32
4703,0.891,0.32
4704,0.906,0.22
4705,0.906,0.22
4706,0.922,0.31
4707,0.922,0.31
4708,0.927,0.16
4709,0.927,0.16
4710,0.927,0.16
4714,0.906,0.24
4715,0.906,0.24
4716,0.945,0.15
4717,0.945,0.15
4718,0.898,0.35
4719,0.898,0.35
4720,0.883,0.28
4721,0.883,0.28
4722,0.938,0.21
4723,0.938,0.21
4724,0.898,0.31
4725,0.898,0.31
4726,0.938,0.24
4727,0.938,0.24
4728,0.961,0.11
4729,0.961,0.11
4730,0.961,0.15
4731,0.961,0.15
4732,0.906,0.28
4733,0.906,0.28
4734,0.906,0.22
4735,0.906,0.22
4736,0.852,0.33
4737,0.852,0.33
4738,0.898,0.29
4739,0.898,0.29
4740,0.984,0.1
4741,0.984,0.1
4742,0.93,0.18
4743,0.93,0.18
4744,0.93,0.27
4745,0.93,0.27
4746,0.914,0.26
4747,0.914,0.26
4748,0.906,0.26
4749,0.906,0.26
4750,0.883,0.3
4751,0.883,0.3
4752,0.875,0.41
4753,0.875,0.41
4754,0.875,0.38
4755,0.875,0.38
4756,0.945,0.13
4757,0.945,0.13
4758,0.898,0.31
4759,0.898,0.31
4760,0.93,0.25
4761,0.93,0.25
4762,0.867,0.4
4763,0.867,0.4
4764,0.898,0.27
4765,0.898,0.27
4766,0.898,0.39
4767,0.898,0.39
4768,0.945,0.28
4769,0.945,0.28
4770,0.898,0.33
4771,0.898,0.33
4772,0.969,0.14
4773,0.969,0.14
4774,0.875,0.32
4775,0.875,0.32
4776,0.945,0.23
4777,0.945,0.23
4778,0.945,0.19
4779,0.945,0.19
4780,0.914,0.26
4781,0.914,0.26
4782,0.906,0.25
4783,0.906,0.25
4784,0.922,0.22
4785,0.922,0.22
4786,0.969,0.2
4787,0.969,0.2
4788,0.906,0.24
4789,0.906,0.24
4790,0.945,0.24
4791,0.945,0.24
4792,0.898,0.24
4793,0.898,0.24
4794,0.898,0.23
4795,0.898,0.23
4796,0.906,0.22
4797,0.906,0.22
4798,0.938,0.25
4799,0.938,0.25
4800,0.875,0.46
4801,0.875,0.46
4802,0.922,0.27
4803,0.922,0.27
4804,0.938,0.18
4805,0.938,0.18
4806,0.906,0.22
4807,0.906,0.22
4808,0.938,0.25
4809,0.938,0.25
4810,0.898,0.31
4811,0.898,0.31
4812,0.906,0.31
4813,0.906,0.31
4814,0.898,0.28
4815,0.898,0.28
4816,0.93,0.24
4817,0.93,0.24
4818,0.938,0.2
4819,0.938,0.2
4820,0.945,0.2
4821,0.945,0.2
4822,0.922,0.2
4823,0.922,0.2
4824,0.898,0.25
4825,0.898,0.25
4826,0.914,0.24
4827,0.914,0.24
4828,0.922,0.27
4829,0.922,0.27
4830,0.906,0.26
4831,0.906,0.26
4832,0.922,0.23
4833,0.922,0.23
4834,0.93,0.22
4835,0.93,0.22
4836,0.922,0.24
4837,0.922,0.24
4838,0.906,0.25
4839,0.906,0.25
4840,0.898,0.29
4841,0.898,0.29
4842,0.867,0.37
4843,0.867,0.37
4844,0.898,0.31
4845,0.898,0.31
4846,0.891,0.29
4847,0.891,0.29
4848,0.875,0.29
4849,0.875,0.29
4850,0.914,0.25
4851,0.914,0.25
4852,0.922,0.22
4853,0.922,0.22
4854,0.906,0.28
4855,0.906,0.28
4856,0.922,0.29
4857,0.922,0.29
4858,0.945,0.18
4859,0.945,0.18
4860,0.922,0.21
4861,0.922,0.21
4862,0.906,0.36
4863,0.906,0.36
4864,0.93,0.24
4865,0.93,0.24
4866,0.906,0.31
4867,0.906,0.31
4868,0.938,0.23
4869,0.938,0.23
4870,0.953,0.19
4871,0.953,0.19
4872,0.93,0.18
4873,0.93,0.18
4874,0.922,0.25
4875,0.922,0.25
4876,0.93,0.18
4877,0.93,0.18
4878,0.914,0.29
4879,0.914,0.29
4880,0.93,0.28
4881,0.93,0.28
4882,0.898,0.32
4883,0.898,0.32
4884,0.906,0.24
4885,0.906,0.24
4886,0.898,0.27
4887,0.898,0.27
4888,0.945,0.22
4889,0.945,0.22
4890,0.898,0.29
4891,0.898,0.29
4892,0.945,0.21
4893,0.945,0.21
4894,0.914,0.24
4895,0.914,0.24
4896,0.922,0.21
4897,0.922,0.21
4898,0.922,0.27
4899,0.922,0.27
4900,0.922,0.21
4901,0.922,0.21
4902,0.922,0.26
4903,0.922,0.26
4904,0.898,0.3
4905,0.898,0.3
4906,0.914,0.29
4907,0.914,0.29
4908,0.93,0.2
4909,0.93,0.2
4910,0.898,0.25
4911,0.898,0.25
4912,0.867,0.34
4913,0.867,0.34
4914,0.938,0.18
4915,0.938,0.18
4916,0.906,0.28
4917,0.906,0.28
4918,0.898,0.38
4919,0.898,0.38
4920,0.898,0.35
4921,0.898,0.35
4922,0.938,0.21
4923,0.938,0.21
4924,0.883,0.36
4925,0.883,0.36
4926,0.906,0.29
4927,0.906,0.29
4928,0.938,0.2
4929,0.938,0.2
4930,0.922,0.26
4931,0.922,0.26
4932,0.914,0.21
4933,0.914,0.21
4934,0.914,0.23
4935,0.914,0.23
4936,0.875,0.31
4937,0.875,0.31
4938,0.914,0.29
4939,0.914,0.29
4940,0.938,0.23
4941,0.938,0.23
4942,0.922,0.22
4943,0.922,0.22
4944,0.891,0.36
4945,0.891,0.36
4946,0.938,0.23
4947,0.938,0.23
4948,0.906,0.3
4949,0.906,0.3
4950,0.914,0.2
4951,0.914,0.2
4952,0.93,0.25
4953,0.93,0.25
4954,0.891,0.33
4955,0.891,0.33
4956,0.922,0.17
4957,0.922,0.17
4958,0.906,0.26
4959,0.906,0.26
4960,0.914,0.29
4961,0.914,0.29
4962,0.93,0.2
4963,0.93,0.2
4964,0.891,0.36
4965,0.891,0.36
4966,0.883,0.33
4967,0.883,0.33
4968,0.914,0.21
4969,0.914,0.21
4970,0.867,0.29
4971,0.867,0.29
4972,0.883,0.34
4973,0.883,0.34
4974,0.883,0.34
4975,0.883,0.34
4976,0.961,0.19
4977,0.961,0.19
4978,0.883,0.29
4979,0.883,0.29
4980,0.914,0.26
4981,0.914,0.26
4982,0.938,0.19
4983,0.938,0.19
4984,0.891,0.26
4985,0.891,0.26
4986,0.898,0.27
4987,0.898,0.27
4988,0.938,0.18
4989,0.938,0.18
4990,0.922,0.24
4991,0.922,0.24
4992,0.914,0.31
4993,0.914,0.31
4994,0.93,0.27
4995,0.93,0.27
4996,0.922,0.24
4997,0.922,0.24
4998,0.906,0.33
4999,0.906,0.33
5000,0.93,0.23
5001,0.93,0.23
5002,0.922,0.27
5003,0.922,0.27
5004,0.891,0.28
5005,0.891,0.28
5006,0.953,0.18
5007,0.953,0.18
5008,0.914,0.23
5009,0.914,0.23
5010,0.938,0.21
5011,0.938,0.21
5012,0.938,0.23
5013,0.938,0.23
5014,0.93,0.16
5015,0.93,0.16
5016,0.922,0.21
5017,0.922,0.21
5018,0.922,0.21
5019,0.922,0.21
5020,0.914,0.19
5021,0.914,0.19
5022,0.906,0.24
5023,0.906,0.24
5024,0.93,0.2
5025,0.93,0.2
5026,0.93,0.22
5027,0.93,0.22
5028,0.945,0.24
5029,0.945,0.24
5030,0.93,0.22
5031,0.93,0.22
5032,0.953,0.15
5033,0.953,0.15
5034,0.891,0.28
5035,0.891,0.28
5036,0.922,0.27
5037,0.922,0.27
5038,0.93,0.23
5039,0.93,0.23
5040,0.922,0.21
5041,0.922,0.21
5042,0.945,0.16
5043,0.945,0.16
5044,0.914,0.31
5045,0.914,0.31
5046,0.898,0.3
5047,0.898,0.3
5048,0.922,0.24
5049,0.922,0.24
5050,0.906,0.32
5051,0.906,0.32
5052,0.922,0.29
5053,0.922,0.29
5054,0.953,0.16
5055,0.953,0.16
5056,0.945,0.19
5057,0.945,0.19
5058,0.883,0.27
5059,0.883,0.27
5060,0.914,0.24
5061,0.914,0.24
5062,0.867,0.39
5063,0.867,0.39
5064,0.953,0.2
5065,0.953,0.2
5066,0.93,0.17
5067,0.93,0.17
5068,0.906,0.28
5069,0.906,0.28
5070,0.906,0.31
5071,0.906,0.31
5072,0.906,0.29
5073,0.906,0.29
5074,0.922,0.21
5075,0.922,0.21
5076,0.953,0.18
5077,0.953,0.18
5078,0.922,0.23
5079,0.922,0.23
5080,0.906,0.22
5081,0.906,0.22
5082,0.938,0.2
5083,0.938,0.2
5084,0.945,0.19
5085,0.945,0.19
5086,0.945,0.16
5087,0.945,0.16
5088,0.938,0.19
5089,0.938,0.19
5090,0.914,0.23
5091,0.914,0.23
5092,0.922,0.25
5093,0.922,0.25
5094,0.938,0.23
5095,0.938,0.23
5096,0.875,0.34
5097,0.875,0.34
5098,0.898,0.33
5099,0.898,0.33
5100,0.938,0.23
5101,0.938,0.23
5102,0.938,0.22
5103,0.938,0.22
5104,0.891,0.28
5105,0.891,0.28
5106,0.922,0.24
5107,0.922,0.24
5108,0.922,0.24
5109,0.922,0.24
5110,0.914,0.23
5111,0.914,0.23
5112,0.883,0.33
5113,0.883,0.33
5114,0.906,0.26
5115,0.906,0.26
5116,0.914,0.21
5117,0.914,0.21
5118,0.906,0.36
5119,0.906,0.36
5120,0.914,0.29
5121,0.914,0.29
5122,0.938,0.21
5123,0.938,0.21
5124,0.914,0.23
5125,0.914,0.23
5126,0.914,0.24
5127,0.914,0.24
5128,0.883,0.37
5129,0.883,0.37
5130,0.945,0.2
5131,0.945,0.2
5132,0.93,0.24
5133,0.93,0.24
5134,0.906,0.36
5135,0.906,0.36
5136,0.859,0.36
5137,0.859,0.36
5138,0.867,0.31
5139,0.867,0.31
5140,0.961,0.15
5141,0.961,0.15
5142,0.875,0.33
5143,0.875,0.33
5144,0.938,0.16
5145,0.938,0.16
5146,0.914,0.27
5147,0.914,0.27
5148,0.891,0.27
5149,0.891,0.27
5150,0.906,0.29
5151,0.906,0.29
5152,0.93,0.2
5153,0.93,0.2
5154,0.891,0.22
5155,0.891,0.22
5156,0.883,0.27
5157,0.883,0.27
5158,0.898,0.32
5159,0.898,0.32
5160,0.906,0.24
5161,0.906,0.24
5162,0.914,0.26
5163,0.914,0.26
5164,0.914,0.22
5165,0.914,0.22
5166,0.859,0.4
5167,0.859,0.4
5168,0.891,0.33
5169,0.891,0.33
5170,0.914,0.22
5171,0.914,0.22
5172,0.93,0.22
5173,0.93,0.22
5174,0.938,0.23
5175,0.938,0.23
5176,0.867,0.3
5177,0.867,0.3
5178,0.914,0.27
5179,0.914,0.27
5180,0.93,0.24
5181,0.93,0.24
5182,0.891,0.4
5183,0.891,0.4
5184,0.914,0.25
5185,0.914,0.25
5186,0.945,0.21
5187,0.945,0.21
5188,0.922,0.21
5189,0.922,0.21
5190,0.922,0.25
5191,0.922,0.25
5192,0.922,0.17
5193,0.922,0.17
5194,0.953,0.21
5195,0.953,0.21
5196,0.953,0.13
5197,0.953,0.13
5198,0.891,0.33
5199,0.891,0.33
5200,0.906,0.2
5201,0.906,0.2
5202,0.93,0.24
5203,0.93,0.24
5204,0.938,0.18
5205,0.938,0.18
5206,0.922,0.21
5207,0.922,0.21
5208,0.891,0.33
5209,0.891,0.33
5210,0.891,0.38
5211,0.891,0.38
5212,0.938,0.19
5213,0.938,0.19
5214,0.938,0.25
5215,0.938,0.25
5216,0.906,0.21
5217,0.906,0.21
5218,0.867,0.41
5219,0.867,0.41
5220,0.922,0.22
